,species,lat,long
1431,"Phlebotomus simici Nitzulescu, 1931",36.5673,27.1807
1433,"Phlebotomus neglectus Tonnoir, 1921",36.5742,27.1771
1434,"Phlebotomus tobbi Adler, Theodor & Lourie, 1930",36.5742,27.1771
1435,"Phlebotomus simici Nitzulescu, 1931",36.5742,27.1771
1436,"Phlebotomus neglectus Tonnoir, 1921",36.5749,27.1777
1438,"Phlebotomus tobbi Adler, Theodor & Lourie, 1930",36.5749,27.1777
1439,"Phlebotomus simici Nitzulescu, 1931",36.5749,27.1777
1441,"Phlebotomus similis Perfil'ev, 1963",36.5749,27.1777
1442,"Phlebotomus simici Nitzulescu, 1931",36.5741,27.1807
1443,"Phlebotomus neglectus Tonnoir, 1921",36.6033,27.1773
1445,"Phlebotomus tobbi Adler, Theodor & Lourie, 1930",36.6033,27.1773
1446,"Phlebotomus neglectus Tonnoir, 1921",36.6045,27.177
1447,"Phlebotomus tobbi Adler, Theodor & Lourie, 1930",36.6045,27.177
1449,"Phlebotomus simici Nitzulescu, 1931",36.6045,27.177
1451,"Phlebotomus simici Nitzulescu, 1931",36.6131,27.139
1456,"Phlebotomus neglectus Tonnoir, 1921",36.6726,24.4422
1457,"Phlebotomus neglectus Tonnoir, 1921",36.673,24.468
1458,"Phlebotomus simici Nitzulescu, 1931",36.6851,24.4492
1459,"Phlebotomus neglectus Tonnoir, 1921",36.6855,24.504
1460,"Phlebotomus similis Perfil'ev, 1963",36.6855,24.504
1461,"Phlebotomus neglectus Tonnoir, 1921",36.6952,24.4908
1462,"Phlebotomus neglectus Tonnoir, 1921",36.7011,24.4953
1463,"Phlebotomus tobbi Adler, Theodor & Lourie, 1930",36.7011,24.4953
1464,"Phlebotomus neglectus Tonnoir, 1921",36.6997,24.4935
1468,"Phlebotomus perfiliewi Parrot, 1930",36.7011,24.4953
1470,"Phlebotomus neglectus Tonnoir, 1921",36.6943,24.4603
1471,"Phlebotomus neglectus Tonnoir, 1921",36.7572,24.5094
1472,"Phlebotomus similis Perfil'ev, 1963",36.7572,24.5094
1473,"Phlebotomus neglectus Tonnoir, 1921",36.7222,24.5084
1474,"Phlebotomus simici Nitzulescu, 1931",36.6894,24.4018
1475,"Phlebotomus similis Perfil'ev, 1963",36.6894,24.4018
1477,"Phlebotomus neglectus Tonnoir, 1921",36.6868,24.4115
1479,"Phlebotomus perfiliewi Parrot, 1930",36.6868,24.4115
1480,"Phlebotomus simici Nitzulescu, 1931",36.6868,24.4115
1481,"Phlebotomus alexandri Sinton, 1928",36.6868,24.4115
1482,"Phlebotomus neglectus Tonnoir, 1921",36.6947,24.3827
1483,"Phlebotomus perfiliewi Parrot, 1930",36.6947,24.3827
1485,"Phlebotomus neglectus Tonnoir, 1921",36.9489,24.7337
1486,"Phlebotomus perfiliewi Parrot, 1930",36.9489,24.7337
1487,"Phlebotomus neglectus Tonnoir, 1921",36.9479,24.7335
1489,"Phlebotomus neglectus Tonnoir, 1921",36.9293,24.738
1490,"Phlebotomus similis Perfil'ev, 1963",36.9293,24.738
1491,"Phlebotomus neglectus Tonnoir, 1921",36.9376,24.708
1492,"Phlebotomus neglectus Tonnoir, 1921",36.9266,24.6997
1493,"Phlebotomus similis Perfil'ev, 1963",36.9575,24.7326
1494,"Phlebotomus neglectus Tonnoir, 1921",36.9821,24.728
1495,"Phlebotomus similis Perfil'ev, 1963",36.9821,24.728
1496,"Phlebotomus neglectus Tonnoir, 1921",36.9789,24.7256
1498,"Phlebotomus similis Perfil'ev, 1963",36.9789,24.7256
1500,"Phlebotomus neglectus Tonnoir, 1921",36.9745,24.7376
1501,"Phlebotomus neglectus Tonnoir, 1921",36.9751,24.7111
1502,"Phlebotomus similis Perfil'ev, 1963",36.9633,24.7262
1503,"Phlebotomus neglectus Tonnoir, 1921",36.985,24.7239
1504,"Phlebotomus neglectus Tonnoir, 1921",36.9867,24.6904
1505,"Phlebotomus neglectus Tonnoir, 1921",37.0112,24.6796
1507,"Phlebotomus neglectus Tonnoir, 1921",36.9934,24.6879
1509,"Phlebotomus neglectus Tonnoir, 1921",36.9929,24.6985
1511,"Phlebotomus neglectus Tonnoir, 1921",36.9921,24.6867
1512,"Phlebotomus neglectus Tonnoir, 1921",36.99,24.6935
1514,"Phlebotomus neglectus Tonnoir, 1921",37.0166,24.6654
1516,"Phlebotomus simici Nitzulescu, 1931",37.0166,24.6654
1517,"Phlebotomus neglectus Tonnoir, 1921",37.0093,24.6755
1518,"Phlebotomus simici Nitzulescu, 1931",37.0093,24.6755
1520,"Phlebotomus perfiliewi Parrot, 1930",36.6525,24.8473
1521,"Phlebotomus neglectus Tonnoir, 1921",36.6089,24.9231
1522,"Phlebotomus Rondani & Berté, 1840",44.28316,4.56796
1527,"Phlebotomus mascittii Grassi, 1908",45.87,13.85
1528,"Phlebotomus mascittii Grassi, 1908",48.37,17.14
1532,"Phlebotomus mascittii Grassi, 1908",45.5,13.65
1559,"Phlebotomus simici Nitzulescu, 1931",41.74,22.17
1561,"Phlebotomus neglectus Tonnoir, 1921",36.4402,25.436
1563,"Phlebotomus similis Perfil'ev, 1963",36.4402,25.436
1564,"Phlebotomus papatasi (Scopoli, 1786)",36.4402,25.436
1566,"Phlebotomus similis Perfil'ev, 1963",36.3998,25.4508
1568,"Phlebotomus neglectus Tonnoir, 1921",36.3788,25.7838
1570,"Phlebotomus neglectus Tonnoir, 1921",36.3967,25.7763
1572,"Phlebotomus neglectus Tonnoir, 1921",36.3613,25.7778
1574,"Phlebotomus neglectus Tonnoir, 1921",36.3528,25.776
1576,"Phlebotomus neglectus Tonnoir, 1921",36.3516,25.7694
1577,"Phlebotomus neglectus Tonnoir, 1921",36.3511,25.7925
1578,"Phlebotomus similis Perfil'ev, 1963",36.3511,25.7925
1579,"Phlebotomus neglectus Tonnoir, 1921",36.3517,25.7925
1581,"Phlebotomus papatasi (Scopoli, 1786)",36.3517,25.7925
1584,"Phlebotomus neglectus Tonnoir, 1921",36.3508,25.792
1585,"Phlebotomus neglectus Tonnoir, 1921",35.5307,27.1352
1586,"Phlebotomus simici Nitzulescu, 1931",35.5307,27.1352
1587,"Phlebotomus neglectus Tonnoir, 1921",35.5306,27.1354
1589,"Phlebotomus simici Nitzulescu, 1931",35.5306,27.1354
1591,"Phlebotomus simici Nitzulescu, 1931",35.5214,27.1113
1592,"Phlebotomus neglectus Tonnoir, 1921",35.4936,27.1702
1594,"Phlebotomus simici Nitzulescu, 1931",35.4936,27.1702
1596,"Phlebotomus neglectus Tonnoir, 1921",35.4933,27.1704
1597,"Phlebotomus simici Nitzulescu, 1931",35.4933,27.1704
1598,"Phlebotomus similis Perfil'ev, 1963",35.4933,27.1704
1600,"Phlebotomus simici Nitzulescu, 1931",35.4928,27.1725
1602,"Phlebotomus neglectus Tonnoir, 1921",35.4883,27.1867
1603,"Phlebotomus simici Nitzulescu, 1931",35.4883,27.1867
1605,"Phlebotomus neglectus Tonnoir, 1921",35.6306,27.1091
1606,"Phlebotomus neglectus Tonnoir, 1921",35.744,27.1779
1608,"Phlebotomus neglectus Tonnoir, 1921",35.7553,27.2073
1610,"Phlebotomus simici Nitzulescu, 1931",35.7553,27.2073
1611,"Phlebotomus neglectus Tonnoir, 1921",35.7553,27.2071
1613,"Phlebotomus simici Nitzulescu, 1931",35.7553,27.2071
1615,"Phlebotomus neglectus Tonnoir, 1921",35.7748,27.182
1617,"Phlebotomus neglectus Tonnoir, 1921",35.7402,27.1745
1619,"Phlebotomus neglectus Tonnoir, 1921",35.74,27.1737
1621,"Phlebotomus neglectus Tonnoir, 1921",35.7254,27.1822
1622,"Phlebotomus similis Perfil'ev, 1963",35.7254,27.1822
1623,"Phlebotomus neglectus Tonnoir, 1921",35.74,27.1739
1625,"Phlebotomus neglectus Tonnoir, 1921",35.7745,27.1816
1627,"Phlebotomus simici Nitzulescu, 1931",35.7745,27.1816
1628,"Phlebotomus neglectus Tonnoir, 1921",35.768,27.1772
1629,"Phlebotomus neglectus Tonnoir, 1921",35.7405,27.1747
1631,"Phlebotomus Rondani & Berté, 1840",29.2144,-99.7897
1667,"Phlebotomus Rondani & Berté, 1840",33.77,76.57
1668,"Phlebotomus argentipes Annandale & Brunetti, 1908",33.31,75.76
1669,"Phlebotomus salehi Mesghali, 1965",33.31,75.76
1670,"Phlebotomus bergeroti Parrot, 1934",33.31,75.76
1671,"Phlebotomus longiductus Parrot, 1928",33.31,75.76
1672,"Phlebotomus Rondani & Berté, 1840",33.31,75.77
1674,"Phlebotomus duboscqi Neveu-Lemaire, 1906",33.31,75.76
1675,"Phlebotomus mascittii Grassi, 1908",45.4871,13.8187
1676,"Phlebotomus mascittii Grassi, 1908",45.5005,13.6586
1678,"Phlebotomus mascittii Grassi, 1908",45.5094,13.9001
1695,"Phlebotomus eleanorae Sinton, 1931",26.84,80.94
1696,"Phlebotomus sergenti Parrot, 1917",26.84,80.94
1700,"Phlebotomus chinensis Newstead, 1916",27.17,78
1701,"Phlebotomus sergenti Parrot, 1917",27.17,78
1702,"Phlebotomus Rondani & Berté, 1840",33.04,75.62
1703,"Phlebotomus papatasi (Scopoli, 1786)",33.05,75.62
1704,"Phlebotomus papatasi (Scopoli, 1786)",27.17,78
1714,"Australophlebotomus notteghemae Léger & Pesson, 1993",-22.12503,166.70099
1715,"Australophlebotomus maduloae Léger & Pesson, 1993",-22.12503,166.70099
1752,"Phlebotomus Rondani & Berté, 1840",18.921,100.193
1754,"Phlebotomus transcaucasicus Perfiliev, 1937",39.19,48.22
1756,"Phlebotomus perfiliewi Parrot, 1930",39.19,48.22
1757,"Phlebotomus kandelakii Shchurenkova, 1929",40.23,47.31
1758,"Phlebotomus kandelakii Shchurenkova, 1929",40.52,47.42
1761,"Phlebotomus kandelakii Shchurenkova, 1929",40.64,47.54
1763,"Phlebotomus mascomai Muller, Depaquit & Léger, 2007",16.514,100.665
1775,"Phlebotomus stantoni Newstead, 1914",18.26,98.39
1795,"Phlebotomus papatasi (Scopoli, 1786)",26.84,80.94
1848,"Phlebotomus colabaensis Young & Chalam, 1927",8.56,77.19
1856,"Phlebotomus argentipes Annandale & Brunetti, 1908",8.56,77.2
1894,"Phlebotomus perniciosus Newstead, 1911",43.73358,7.37671
1895,"Phlebotomus perniciosus Newstead, 1911",43.73107,7.43867
1947,"Phlebotomus stantoni Newstead, 1914",17.513,100.342
1962,"Phlebotomus Rondani & Berté, 1840",17.513,100.342
2046,"Phlebotomus Rondani & Berté, 1840",17.203,99.466
2092,"Phlebotomus mascittii Grassi, 1908",46.18,8.87
2093,"Phlebotomus mascittii Grassi, 1908",46.07,8.93
2094,"Phlebotomus mascittii Grassi, 1908",46.04,8.95
2095,"Phlebotomus mascittii Grassi, 1908",46,8.82
2097,"Phlebotomus mascittii Grassi, 1908",46.18,8.9
2098,"Phlebotomus mascittii Grassi, 1908",46.08,8.97
2099,"Phlebotomus mascittii Grassi, 1908",46.08,9.03
2107,"Phlebotomus mascittii Grassi, 1908",46.04,8.93
2181,"Phlebotomus neglectus Tonnoir, 1921",45.89,8.95
2183,"Phlebotomus mascittii Grassi, 1908",46.36,8.97
2197,"Phlebotomus papatasi (Scopoli, 1786)",28.02,73.4
2199,"Phlebotomus papatasi (Scopoli, 1786)",27.55,73.49
2200,"Phlebotomus papatasi (Scopoli, 1786)",28.12,73.52
2212,"Phlebotomus argentipes Annandale & Brunetti, 1908",11.96,79.68
2213,"Phlebotomus argentipes Annandale & Brunetti, 1908",12.11,79.89
2214,"Phlebotomus argentipes Annandale & Brunetti, 1908",12.29,79.82
2216,"Phlebotomus argentipes Annandale & Brunetti, 1908",12.34,79.41
2217,"Phlebotomus argentipes Annandale & Brunetti, 1908",11.73,80.25
2218,"Phlebotomus argentipes Annandale & Brunetti, 1908",12.41,79.46
2233,"Phlebotomus papatasi (Scopoli, 1786)",21.12,79.73
2510,"Phlebotomus neglectus Tonnoir, 1921",35.074422,26.140099
2551,"Phlebotomus tobbi Adler, Theodor & Lourie, 1930",35.084022,33.33321
2554,"Phlebotomus neglectus Tonnoir, 1921",35.16667,25
2798,"Phlebotomus duboscqi Neveu-Lemaire, 1906",0.443172,37.906122
2800,"Phlebotomus papatasi (Scopoli, 1786)",31.379087,34.998035
2803,"Phlebotomus Rondani & Berté, 1840",31.379087,34.998035
2839,"Phlebotomus duboscqi Neveu-Lemaire, 1906",31.379087,34.998035
2876,"Phlebotomus rossi De Meillon & Lavoipierre, 1944",-24.6,17.9833
2884,"Phlebotomus Rondani & Berté, 1840",25.6667,-80.3567
2885,"Phlebotomus Rondani & Berté, 1840",24.6897,-81.4089
2888,"Phlebotomus Rondani & Berté, 1840",24.6861,-81.3611
2907,"Phlebotomus Rondani & Berté, 1840",24.5653,-81.7758
2931,"Phlebotomus Rondani & Berté, 1840",38.9514,-92.3283
2942,"Phlebotomus Rondani & Berté, 1840",24.6606,-81.4144
2946,"Phlebotomus Rondani & Berté, 1840",39.5533,-78.3456
2950,"Phlebotomus rossi De Meillon & Lavoipierre, 1944",-26.583333,18.133333
2951,"Phlebotomus Rondani & Berté, 1840",39.0757,-77.0019
2962,"Phlebotomus Rondani & Berté, 1840",-17.7294,168.315
2969,"Phlebotomus Rondani & Berté, 1840",13.9881,-60.9736
2991,"Phlebotomus aculeatus Lewis, McMillan & Ashford, 1974",-0.7333,36.4333
3078,"Phlebotomus papatasi (Scopoli, 1786)",36.7238,51.1037
3086,"Phlebotomus Rondani & Berté, 1840",-26.88,32.3
3092,"Phlebotomus papatasi (Scopoli, 1786)",14.3947,33.5372
3097,"Phlebotomus Rondani & Berté, 1840",28.2667,-96.8167
3100,"Phlebotomus Rondani & Berté, 1840",30.0475,-99.1406
3121,"Phlebotomus Rondani & Berté, 1840",-27.37,31.62
3122,"Phlebotomus Rondani & Berté, 1840",29.6954,-98.6213
3168,"Phlebotomus Rondani & Berté, 1840",34.005,-109.336
3198,"Phlebotomus Rondani & Berté, 1840",32.3225,-110.81
3326,"Phlebotomus arabicus Theodor, 1953",13.5872,44.0351
3327,"Phlebotomus Rondani & Berté, 1840",38.3447,-79.085
3329,"Phlebotomus papatasi (Scopoli, 1786)",25.3837,49.5859
3331,"Phlebotomus Rondani & Berté, 1840",32.3617,-86.2792
3334,"Phlebotomus Rondani & Berté, 1840",-25.89197,32.605135
3350,"Phlebotomus Rondani & Berté, 1840",-0.929183,134.872884
3357,"Phlebotomus papatasi (Scopoli, 1786)",37.0404,9.66557
3383,"Phlebotomus Rondani & Berté, 1840",10.5856,-61.205
3386,"Phlebotomus Rondani & Berté, 1840",10.6,-61.1
3399,"Phlebotomus Rondani & Berté, 1840",-5.309061,122.038574
3401,"Phlebotomus longipes Parrot & Martin, 1939",9.033333,38.766667
3404,"Phlebotomus Rondani & Berté, 1840",29.37,-100.896
3407,"Phlebotomus langeroni Nitzulescu, 1930",9.6009,41.8501
3413,"Phlebotomus papatasi (Scopoli, 1786)",37.9759,23.7267
3428,"Phlebotomus papatasi (Scopoli, 1786)",38.4259,27.1615
3440,"Phlebotomus argentipes Annandale & Brunetti, 1908",26.523852,93.962312
3450,"Phlebotomus Rondani & Berté, 1840",38.9686,-77.1425
3456,"Phlebotomus Rondani & Berté, 1840",38.8981,-77.1014
3498,"Phlebotomus Rondani & Berté, 1840",45.4647,-98.4864
3511,"Phlebotomus Rondani & Berté, 1840",38.9694,-77.1764
3514,"Phlebotomus celiae Minter, 1962",-0.30693,38.21806
3515,"Phlebotomus guggisbergi Kirk & Lewis, 1952",-1.40478,36.636481
3537,"Phlebotomus martini Parrot, 1936",8.148301,34.186518
3539,"Phlebotomus martini Parrot, 1936",-1.65,37.7
3548,"Phlebotomus martini Parrot, 1936",0.46998,35.9961
3560,"Phlebotomus martini Parrot, 1936",-0.30693,38.21806
3572,"Phlebotomus saevus Parrot & Martin, 1939",-0.775195,36.347635
3583,"Phlebotomus pedifer Lewis, Mutinga & Ashford, 1972",0.847905,34.702061
3590,"Phlebotomus celiae Minter, 1962",0.847905,34.702061
3596,"Phlebotomus celiae Minter, 1962",-1.65,37.7
3601,"Phlebotomus aculeatus Lewis, McMillan & Ashford, 1974",-0.30693,38.21806
3613,"Phlebotomus aculeatus Lewis, McMillan & Ashford, 1974",-0.775195,36.347635
3617,"Phlebotomus elgonensis Ngoka, Madel & Mutinga, 1975",0.847905,34.702061
3628,"Phlebotomus duboscqi Neveu-Lemaire, 1906",0.46998,35.9961
3643,"Phlebotomus rodhaini Parrot, 1930",-1.65,37.7
3645,"Phlebotomus orientalis Parrot, 1936",8.148301,34.186518
3790,"Phlebotomus spinosus Floch & Abonnenc, 1942",0,0
3793,"Phlebotomus Rondani & Berté, 1840",0,0
4139,"Phlebotomus pinealis Floch & Abonnenc, 1944",3.92404,-53.23477
11703,"Phlebotomus ariasi Tonnoir, 1921",39.6753,-7.93366
11737,"Phlebotomus Rondani & Berté, 1840",7.69663,80.6693
11881,"Phlebotomus Rondani & Berté, 1840",8.72939,39.9149
12239,"Phlebotomus falciformis Floch & Abonnenc, 1944",3.92404,-53.23477
12241,"Phlebotomus spinosus Floch & Abonnenc, 1942",3.92404,-53.23477
12247,"Phlebotomus teshi Lewis, 1978",0,0
12248,"Phlebotomus nordestinus Mangabeira, 1942",3.92404,-53.23477
12250,"Phlebotomus celiae Minter, 1962",-0.166667,38.166667
12254,"Phlebotomus ariasi Tonnoir, 1921",41.01,-6.87
12263,"Phlebotomus ashfordi Gebre-Michael & Lane, 1996",41.01,-6.87
12267,"Phlebotomus sejunctus Quate, 1965",0,0
12269,"Phlebotomus asperulus Quate & Fairchild, 1961",0,0
12271,"Phlebotomus apicalis Floch & Abonnenc, 1943",3.92404,-53.23477
12273,"Phlebotomus driesbachi Causey & Damasceno, 1944",3.92404,-53.23477
12354,"Phlebotomus Rondani & Berté, 1840",42.959721,1.608889
12408,"Phlebotomus mascittii Grassi, 1908",46.584721,0.343889
12411,"Phlebotomus mascittii Grassi, 1908",46.715832,0.156389
12422,"Phlebotomus perniciosus Newstead, 1911",46.584721,0.343889
12608,"Phlebotomus falciformis Floch & Abonnenc, 1944",3.91451,-53.24036
12609,"Phlebotomus pholetor Quate & Fairchild, 1961",0,0
12610,"Phlebotomus erebicola Quate, 1965",0,0
12613,"Phlebotomus baduelensis Floch & Abonnenc, 1941",3.92404,-53.23477
12614,"Phlebotomus caudatus Artemiev, 1979",0,0
12619,"Phlebotomus spinosus Floch & Abonnenc, 1942",3.91451,-53.24036
12621,"Phlebotomus nordestinus Mangabeira, 1942",3.91451,-53.24036
12628,"Phlebotomus brevifilis Tonnoir, 1935",0,0
12629,"Phlebotomus trifilis Quate & Quate, 1967",0,0
12631,"Phlebotomus apicalis Floch & Abonnenc, 1943",3.91451,-53.24036
12645,"Phlebotomus mascomai Muller, Depaquit & Léger, 2007",13.82,100.18
12649,"Phlebotomus fertei Depaquit, Léger & Robert, 2002",0,0
12650,"Phlebotomus pinealis Floch & Abonnenc, 1944",3.91451,-53.24036
12651,"Phlebotomus baduelensis Floch & Abonnenc, 1941",3.91451,-53.24036